date,blood_type,demand,hospital_license_number,notes
2025-08-22,B+,13,,
2025-08-22,O-,5,,
2025-08-22,A-,5,,
2025-08-22,B-,5,,
2025-08-22,AB+,3,,
2025-08-22,AB-,0,,
2025-08-23,O+,4,,
2025-08-23,A+,8,,
2025-08-23,B+,8,,
2025-08-23,O-,5,,
2025-08-23,A-,4,,
2025-08-23,B-,1,,
2025-08-23,AB+,2,,
2025-08-23,AB-,0,,
2025-08-24,O+,11,,
2025-08-24,A+,14,,
2025-08-24,B+,3,,
2025-08-24,O-,6,,
2025-08-24,A-,5,,
2025-08-24,B-,1,,
2025-08-24,AB+,2,,
2025-08-24,AB-,2,,
2025-08-25,O+,22,,
2025-08-25,A+,17,,
2025-08-25,B+,10,,
2025-08-25,O-,5,,
2025-08-25,A-,5,,
2025-08-25,B-,4,,
2025-08-25,AB+,2,,
2025-08-25,AB-,2,,
2025-08-26,O+,23,,
2025-08-26,A+,17,,
2025-08-26,B+,11,,
2025-08-26,O-,7,,
2025-08-26,A-,5,,
2025-08-26,B-,4,,
2025-08-26,AB+,3,,
2025-08-26,AB-,0,,
2025-08-27,O+,29,,
2025-08-27,A+,18,,
2025-08-27,B+,14,,
2025-08-27,O-,9,,
2025-08-27,A-,8,,
2025-08-27,B-,5,,
2025-08-27,AB+,4,,
2025-08-27,AB-,1,,
2025-08-28,O+,18,,
2025-08-28,A+,22,,
2025-08-28,B+,15,,
2025-08-28,O-,8,,
2025-08-28,A-,8,,
2025-08-28,B-,5,,
2025-08-28,AB+,5,,
2025-08-28,AB-,1,,
2025-08-29,O+,16,,
2025-08-29,A+,16,,
2025-08-29,B+,8,,
2025-08-29,O-,6,,
2025-08-29,A-,4,,
2025-08-29,B-,3,,
2025-08-29,AB+,2,,
2025-08-29,AB-,0,,
2025-08-30,O+,14,,
2025-08-30,A+,17,,
2025-08-30,B+,8,,
2025-08-30,O-,3,,
2025-08-30,A-,2,,
2025-08-30,B-,2,,
2025-08-30,AB+,2,,
2025-08-30,AB-,0,,
2025-08-31,O+,11,,
2025-08-31,A+,16,,
2025-08-31,B+,15,,
2025-08-31,O-,7,,
2025-08-31,A-,3,,
2025-08-31,B-,3,,
2025-08-31,AB+,2,,
2025-08-31,AB-,0,,
2025-09-01,O+,18,,
2025-09-01,A+,19,,
2025-09-01,B+,13,,
2025-09-01,O-,8,,
2025-09-01,A-,5,,
2025-09-01,B-,4,,
2025-09-01,AB+,3,,
2025-09-01,AB-,0,,
2025-09-02,O+,26,,
2025-09-02,A+,27,,
2025-09-02,B+,17,,
2025-09-02,O-,10,,
2025-09-02,A-,9,,
2025-09-02,B-,6,,
2025-09-02,AB+,2,,
2025-09-02,AB-,2,,
2025-09-03,O+,38,,
2025-09-03,A+,30,,
2025-09-03,B+,19,,
2025-09-03,O-,10,,
2025-09-03,A-,9,,
2025-09-03,B-,6,,
2025-09-03,AB+,3,,
2025-09-03,AB-,2,,
2025-09-04,O+,24,,
2025-09-04,A+,21,,
2025-09-04,B+,15,,
2025-09-04,O-,11,,
2025-09-04,A-,7,,
2025-09-04,B-,6,,
2025-09-04,AB+,5,,
2025-09-04,AB-,0,,
2025-09-05,O+,23,,
2025-09-05,A+,17,,
2025-09-05,B+,13,,
2025-09-05,O-,8,,
2025-09-05,A-,5,,
2025-09-05,B-,5,,
2025-09-05,AB+,1,,
2025-09-05,AB-,2,,
2025-09-06,O+,9,,
2025-09-06,A+,15,,
2025-09-06,B+,8,,
2025-09-06,O-,7,,
2025-09-06,A-,5,,
2025-09-06,B-,1,,
2025-09-06,AB+,1,,
2025-09-06,AB-,0,,
2025-09-07,O+,26,,
2025-09-07,A+,22,,
2025-09-07,B+,11,,
2025-09-07,O-,9,,
2025-09-07,A-,4,,
2025-09-07,B-,4,,
2025-09-07,AB+,3,,
2025-09-07,AB-,0,,
2025-09-08,O+,26,,
2025-09-08,A+,21,,
2025-09-08,B+,14,,
2025-09-08,O-,9,,
2025-09-08,A-,6,,
2025-09-08,B-,4,,
2025-09-08,AB+,1,,
2025-09-08,AB-,2,,
2025-09-09,O+,33,,
2025-09-09,A+,27,,
2025-09-09,B+,17,,
2025-09-09,O-,10,,
2025-09-09,A-,7,,
2025-09-09,B-,5,,
2025-09-09,AB+,4,,
2025-09-09,AB-,2,,
2025-09-10,O+,32,,
2025-09-10,A+,26,,
2025-09-10,B+,14,,
2025-09-10,O-,11,,
2025-09-10,A-,7,,
2025-09-10,B-,5,,
2025-09-10,AB+,5,,
2025-09-10,AB-,2,,
2025-09-11,O+,29,,
2025-09-11,A+,23,,
2025-09-11,B+,16,,
2025-09-11,O-,8,,
2025-09-11,A-,8,,
2025-09-11,B-,4,,
2025-09-11,AB+,4,,
2025-09-11,AB-,1,,
2025-09-12,O+,20,,
2025-09-12,A+,19,,
2025-09-12,B+,9,,
2025-09-12,O-,6,,
2025-09-12,A-,5,,
2025-09-12,B-,2,,
2025-09-12,AB+,3,,
2025-09-12,AB-,0,,
2025-09-13,O+,13,,
2025-09-13,A+,15,,
2025-09-13,B+,9,,
2025-09-13,O-,5,,
2025-09-13,A-,4,,
2025-09-13,B-,4,,
2025-09-13,AB+,2,,
2025-09-13,AB-,1,,
2025-09-14,O+,14,,
2025-09-14,A+,17,,
2025-09-14,B+,9,,
2025-09-14,O-,7,,
2025-09-14,A-,4,,
2025-09-14,B-,2,,
2025-09-14,AB+,1,,
2025-09-14,AB-,1,,
2025-09-15,O+,21,,
2025-09-15,A+,14,,
2025-09-15,B+,14,,
2025-09-15,O-,9,,
2025-09-15,A-,4,,
2025-09-15,B-,2,,
2025-09-15,AB+,1,,
2025-09-15,AB-,1,,
2025-09-16,O+,38,,
2025-09-16,A+,18,,
2025-09-16,B+,13,,
2025-09-16,O-,11,,
2025-09-16,A-,6,,
2025-09-16,B-,6,,
2025-09-16,AB+,4,,
2025-09-16,AB-,1,,
2025-09-17,O+,31,,
2025-09-17,A+,25,,
2025-09-17,B+,11,,
2025-09-17,O-,9,,
2025-09-17,A-,6,,
2025-09-17,B-,4,,
2025-09-17,AB+,2,,
2025-09-17,AB-,0,,
2025-09-18,O+,24,,
2025-09-18,A+,19,,
2025-09-18,B+,14,,
2025-09-18,O-,8,,
2025-09-18,A-,7,,
2025-09-18,B-,5,,
2025-09-18,AB+,4,,
2025-09-18,AB-,0,,
2025-09-19,O+,14,,
2025-09-19,A+,16,,
2025-09-19,B+,6,,
2025-09-19,O-,5,,
2025-09-19,A-,5,,
2025-09-19,B-,3,,
2025-09-19,AB+,2,,
2025-09-19,AB-,2,,
2025-09-20,O+,12,,
2025-09-20,A+,15,,
2025-09-20,B+,7,,
2025-09-20,O-,5,,
2025-09-20,A-,3,,
2025-09-20,B-,1,,
2025-09-20,AB+,1,,
2025-09-20,AB-,0,,
2025-09-21,O+,17,,
2025-09-21,A+,12,,
2025-09-21,B+,6,,
2025-09-21,O-,6,,
2025-09-21,A-,2,,
2025-09-21,B-,0,,
2025-09-21,AB+,2,,
2025-09-21,AB-,0,,
2025-09-22,O+,13,,
2025-09-22,A+,16,,
2025-09-22,B+,11,,
2025-09-22,O-,5,,
2025-09-22,A-,4,,
2025-09-22,B-,5,,
2025-09-22,AB+,1,,
2025-09-22,AB-,2,,
2025-09-23,O+,25,,
2025-09-23,A+,16,,
2025-09-23,B+,11,,
2025-09-23,O-,6,,
2025-09-23,A-,5,,
2025-09-23,B-,4,,
2025-09-23,AB+,2,,
2025-09-23,AB-,0,,
2025-09-24,O+,27,,
2025-09-24,A+,18,,
2025-09-24,B+,13,,
2025-09-24,O-,8,,
2025-09-24,A-,9,,
2025-09-24,B-,4,,
2025-09-24,AB+,2,,
2025-09-24,AB-,0,,
2025-09-25,O+,18,,
2025-09-25,A+,16,,
2025-09-25,B+,7,,
2025-09-25,O-,6,,
2025-09-25,A-,5,,
2025-09-25,B-,2,,
2025-09-25,AB+,3,,
2025-09-25,AB-,1,,
2025-09-26,O+,13,,
2025-09-26,A+,16,,
2025-09-26,B+,8,,
2025-09-26,O-,7,,
2025-09-26,A-,5,,
2025-09-26,B-,3,,
2025-09-26,AB+,2,,
2025-09-26,AB-,1,,
2025-09-27,O+,16,,
2025-09-27,A+,6,,
2025-09-27,B+,9,,
2025-09-27,O-,4,,
2025-09-27,A-,5,,
2025-09-27,B-,2,,
2025-09-27,AB+,1,,
2025-09-27,AB-,1,,
2025-09-28,O+,22,,
2025-09-28,A+,10,,
2025-09-28,B+,4,,
2025-09-28,O-,5,,
2025-09-28,A-,5,,
2025-09-28,B-,4,,
2025-09-28,AB+,3,,
2025-09-28,AB-,0,,
2025-09-29,O+,21,,
2025-09-29,A+,16,,
2025-09-29,B+,10,,
2025-09-29,O-,6,,
2025-09-29,A-,5,,
2025-09-29,B-,2,,
2025-09-29,AB+,5,,
2025-09-29,AB-,1,,
2025-09-30,O+,26,,
2025-09-30,A+,18,,
2025-09-30,B+,15,,
2025-09-30,O-,10,,
2025-09-30,A-,8,,
2025-09-30,B-,5,,
2025-09-30,AB+,3,,
2025-09-30,AB-,0,,
2025-10-01,O+,28,,
2025-10-01,A+,23,,
2025-10-01,B+,16,,
2025-10-01,O-,9,,
2025-10-01,A-,8,,
2025-10-01,B-,6,,
2025-10-01,AB+,3,,
2025-10-01,AB-,2,,
2025-10-02,O+,30,,
2025-10-02,A+,24,,
2025-10-02,B+,13,,
2025-10-02,O-,9,,
2025-10-02,A-,6,,
2025-10-02,B-,4,,
2025-10-02,AB+,4,,
2025-10-02,AB-,2,,
2025-10-03,O+,23,,
2025-10-03,A+,21,,
2025-10-03,B+,11,,
2025-10-03,O-,7,,
2025-10-03,A-,6,,
2025-10-03,B-,4,,
2025-10-03,AB+,2,,
2025-10-03,AB-,0,,
2025-10-04,O+,20,,Public holiday: Independence Day
2025-10-04,A+,19,,Public holiday: Independence Day
2025-10-04,B+,8,,Public holiday: Independence Day
2025-10-04,O-,8,,Public holiday: Independence Day
2025-10-04,A-,6,,Public holiday: Independence Day
2025-10-04,B-,4,,Public holiday: Independence Day
2025-10-04,AB+,2,,Public holiday: Independence Day
2025-10-04,AB-,1,,Public holiday: Independence Day
2025-10-05,O+,18,,
2025-10-05,A+,15,,
2025-10-05,B+,12,,
2025-10-05,O-,5,,
2025-10-05,A-,5,,
2025-10-05,B-,3,,
2025-10-05,AB+,3,,
2025-10-05,AB-,0,,
2025-10-06,O+,25,,
2025-10-06,A+,18,,
2025-10-06,B+,16,,
2025-10-06,O-,8,,
2025-10-06,A-,6,,
2025-10-06,B-,4,,
2025-10-06,AB+,4,,
2025-10-06,AB-,0,,
2025-10-07,O+,29,,
2025-10-07,A+,27,,
2025-10-07,B+,15,,
2025-10-07,O-,9,,
2025-10-07,A-,7,,
2025-10-07,B-,6,,
2025-10-07,AB+,4,,
2025-10-07,AB-,3,,
2025-10-08,O+,29,,
2025-10-08,A+,23,,
2025-10-08,B+,15,,
2025-10-08,O-,12,,
2025-10-08,A-,8,,
2025-10-08,B-,4,,
2025-10-08,AB+,5,,
2025-10-08,AB-,1,,
2025-10-09,O+,35,,
2025-10-09,A+,25,,
2025-10-09,B+,13,,
2025-10-09,O-,11,,
2025-10-09,A-,8,,
2025-10-09,B-,6,,
2025-10-09,AB+,3,,
2025-10-09,AB-,1,,
2025-10-10,O+,29,,
2025-10-10,A+,22,,
2025-10-10,B+,12,,
2025-10-10,O-,6,,
2025-10-10,A-,5,,
2025-10-10,B-,2,,
2025-10-10,AB+,2,,
2025-10-10,AB-,1,,
2025-10-11,O+,14,,
2025-10-11,A+,17,,
2025-10-11,B+,4,,
2025-10-11,O-,5,,
2025-10-11,A-,4,,
2025-10-11,B-,4,,
2025-10-11,AB+,3,,
2025-10-11,AB-,0,,
2025-10-12,O+,21,,
2025-10-12,A+,12,,
2025-10-12,B+,10,,
2025-10-12,O-,5,,
2025-10-12,A-,5,,
2025-10-12,B-,5,,
2025-10-12,AB+,4,,
2025-10-12,AB-,2,,
2025-10-13,O+,21,,
2025-10-13,A+,18,,
2025-10-13,B+,10,,
2025-10-13,O-,7,,
2025-10-13,A-,4,,
2025-10-13,B-,3,,
2025-10-13,AB+,4,,
2025-10-13,AB-,3,,
2025-10-14,O+,31,,
2025-10-14,A+,24,,
2025-10-14,B+,16,,
2025-10-14,O-,8,,
2025-10-14,A-,6,,
2025-10-14,B-,6,,
2025-10-14,AB+,3,,
2025-10-14,AB-,1,,
2025-10-15,O+,33,,
2025-10-15,A+,18,,
2025-10-15,B+,17,,
2025-10-15,O-,9,,
2025-10-15,A-,8,,
2025-10-15,B-,5,,
2025-10-15,AB+,4,,
2025-10-15,AB-,2,,
2025-10-16,O+,21,,
2025-10-16,A+,23,,
2025-10-16,B+,13,,
2025-10-16,O-,10,,
2025-10-16,A-,6,,
2025-10-16,B-,5,,
2025-10-16,AB+,4,,
2025-10-16,AB-,1,,
2025-10-17,O+,23,,
2025-10-17,A+,14,,
2025-10-17,B+,11,,
2025-10-17,O-,6,,
2025-10-17,A-,5,,
2025-10-17,B-,3,,
2025-10-17,AB+,3,,
2025-10-17,AB-,1,,
2025-10-18,O+,17,,
2025-10-18,A+,14,,
2025-10-18,B+,5,,
2025-10-18,O-,6,,
2025-10-18,A-,5,,
2025-10-18,B-,3,,
2025-10-18,AB+,2,,
2025-10-18,AB-,0,,
2025-10-19,O+,21,,
2025-10-19,A+,7,,
2025-10-19,B+,8,,
2025-10-19,O-,7,,
2025-10-19,A-,3,,
2025-10-19,B-,3,,
2025-10-19,AB+,1,,
2025-10-19,AB-,1,,
2025-10-20,O+,14,,
2025-10-20,A+,14,,
2025-10-20,B+,8,,
2025-10-20,O-,6,,
2025-10-20,A-,3,,
2025-10-20,B-,5,,
2025-10-20,AB+,3,,
2025-10-20,AB-,0,,
2025-10-21,O+,30,,
2025-10-21,A+,19,,
2025-10-21,B+,12,,
2025-10-21,O-,8,,
2025-10-21,A-,7,,
2025-10-21,B-,4,,
2025-10-21,AB+,2,,
2025-10-21,AB-,1,,
2025-10-22,O+,26,,
2025-10-22,A+,20,,
2025-10-22,B+,11,,
2025-10-22,O-,7,,
2025-10-22,A-,4,,
2025-10-22,B-,4,,
2025-10-22,AB+,2,,
2025-10-22,AB-,0,,
2025-10-23,O+,23,,
2025-10-23,A+,21,,
2025-10-23,B+,8,,
2025-10-23,O-,6,,
2025-10-23,A-,5,,
2025-10-23,B-,4,,
2025-10-23,AB+,2,,
2025-10-23,AB-,0,,
2025-10-24,O+,18,,
2025-10-24,A+,11,,
2025-10-24,B+,6,,
2025-10-24,O-,5,,
2025-10-24,A-,3,,
2025-10-24,B-,2,,
2025-10-24,AB+,3,,
2025-10-24,AB-,0,,
2025-10-25,O+,13,,
2025-10-25,A+,9,,
2025-10-25,B+,4,,
2025-10-25,O-,5,,
2025-10-25,A-,4,,
2025-10-25,B-,3,,
2025-10-25,AB+,4,,
2025-10-25,AB-,0,,
2025-10-26,O+,16,,
2025-10-26,A+,9,,
2025-10-26,B+,11,,
2025-10-26,O-,6,,
2025-10-26,A-,5,,
2025-10-26,B-,3,,
2025-10-26,AB+,2,,
2025-10-26,AB-,0,,
2025-10-27,O+,25,,
2025-10-27,A+,18,,
2025-10-27,B+,10,,
2025-10-27,O-,5,,
2025-10-27,A-,6,,
2025-10-27,B-,4,,
2025-10-27,AB+,3,,
2025-10-27,AB-,0,,
2025-10-28,O+,22,,
2025-10-28,A+,21,,
2025-10-28,B+,12,,
2025-10-28,O-,7,,
2025-10-28,A-,8,,
2025-10-28,B-,4,,
2025-10-28,AB+,3,,
2025-10-28,AB-,1,,
2025-10-29,O+,34,,
2025-10-29,A+,20,,
2025-10-29,B+,13,,
2025-10-29,O-,7,,
2025-10-29,A-,8,,
2025-10-29,B-,5,,
2025-10-29,AB+,4,,
2025-10-29,AB-,1,,
2025-10-30,O+,33,,
2025-10-30,A+,20,,
2025-10-30,B+,11,,
2025-10-30,O-,8,,
2025-10-30,A-,7,,
2025-10-30,B-,5,,
2025-10-30,AB+,4,,
2025-10-30,AB-,0,,
2025-10-31,O+,23,,
2025-10-31,A+,18,,
2025-10-31,B+,10,,
2025-10-31,O-,6,,
2025-10-31,A-,5,,
2025-10-31,B-,4,,
2025-10-31,AB+,2,,
2025-10-31,AB-,1,,
2025-11-01,O+,10,,
2025-11-01,A+,16,,
2025-11-01,B+,8,,
2025-11-01,O-,7,,
2025-11-01,A-,2,,
2025-11-01,B-,3,,
2025-11-01,AB+,3,,
2025-11-01,AB-,0,,
2025-11-02,O+,21,,
2025-11-02,A+,16,,
2025-11-02,B+,10,,
2025-11-02,O-,6,,
2025-11-02,A-,1,,
2025-11-02,B-,3,,
2025-11-02,AB+,2,,
2025-11-02,AB-,0,,
2025-11-03,O+,20,,
2025-11-03,A+,22,,
2025-11-03,B+,13,,
2025-11-03,O-,10,,
2025-11-03,A-,5,,
2025-11-03,B-,5,,
2025-11-03,AB+,3,,
2025-11-03,AB-,1,,
2025-11-04,O+,35,,
2025-11-04,A+,29,,
2025-11-04,B+,15,,
2025-11-04,O-,12,,
2025-11-04,A-,8,,
2025-11-04,B-,4,,
2025-11-04,AB+,3,,
2025-11-04,AB-,2,,
2025-11-05,O+,33,,
2025-11-05,A+,28,,
2025-11-05,B+,17,,
2025-11-05,O-,11,,
2025-11-05,A-,9,,
2025-11-05,B-,5,,
2025-11-05,AB+,3,,
2025-11-05,AB-,0,,
2025-11-06,O+,30,,
2025-11-06,A+,24,,
2025-11-06,B+,17,,
2025-11-06,O-,9,,
2025-11-06,A-,8,,
2025-11-06,B-,5,,
2025-11-06,AB+,5,,
2025-11-06,AB-,0,,
2025-11-07,O+,22,,
2025-11-07,A+,21,,
2025-11-07,B+,14,,
2025-11-07,O-,9,,
2025-11-07,A-,4,,
2025-11-07,B-,5,,
2025-11-07,AB+,3,,
2025-11-07,AB-,0,,
2025-11-08,O+,17,,
2025-11-08,A+,15,,
2025-11-08,B+,8,,
2025-11-08,O-,8,,
2025-11-08,A-,5,,
2025-11-08,B-,4,,
2025-11-08,AB+,1,,
2025-11-08,AB-,0,,
2025-11-09,O+,23,,
2025-11-09,A+,17,,
2025-11-09,B+,12,,
2025-11-09,O-,8,,
2025-11-09,A-,5,,
2025-11-09,B-,4,,
2025-11-09,AB+,3,,
2025-11-09,AB-,1,,
2025-11-10,O+,35,,
2025-11-10,A+,26,,
2025-11-10,B+,11,,
2025-11-10,O-,7,,
2025-11-10,A-,8,,
2025-11-10,B-,4,,
2025-11-10,AB+,3,,
2025-11-10,AB-,1,,
2025-11-11,O+,34,,
2025-11-11,A+,25,,
2025-11-11,B+,14,,
2025-11-11,O-,8,,
2025-11-11,A-,6,,
2025-11-11,B-,4,,
2025-11-11,AB+,5,,
2025-11-11,AB-,0,,
2025-11-12,O+,34,,
2025-11-12,A+,31,,
2025-11-12,B+,19,,
2025-11-12,O-,10,,
2025-11-12,A-,9,,
2025-11-12,B-,5,,
2025-11-12,AB+,2,,
2025-11-12,AB-,2,,
2025-11-13,O+,29,,
2025-11-13,A+,20,,
2025-11-13,B+,14,,
2025-11-13,O-,10,,
2025-11-13,A-,7,,
2025-11-13,B-,4,,
2025-11-13,AB+,3,,
2025-11-13,AB-,1,,
2025-11-14,O+,24,,
2025-11-14,A+,16,,
2025-11-14,B+,8,,
2025-11-14,O-,7,,
2025-11-14,A-,6,,
2025-11-14,B-,3,,
2025-11-14,AB+,3,,
2025-11-14,AB-,2,,
2025-11-15,O+,21,,
2025-11-15,A+,18,,
2025-11-15,B+,9,,
2025-11-15,O-,7,,
2025-11-15,A-,5,,
2025-11-15,B-,2,,
2025-11-15,AB+,2,,
2025-11-15,AB-,1,,
2025-11-16,O+,15,,
2025-11-16,A+,13,,
2025-11-16,B+,5,,
2025-11-16,O-,7,,
2025-11-16,A-,5,,
2025-11-16,B-,4,,
2025-11-16,AB+,3,,
2025-11-16,AB-,0,,
2025-11-17,O+,21,,
2025-11-17,A+,23,,
2025-11-17,B+,13,,
2025-11-17,O-,6,,
2025-11-17,A-,3,,
2025-11-17,B-,3,,
2025-11-17,AB+,2,,
2025-11-17,AB-,1,,
2025-11-18,O+,30,,
2025-11-18,A+,16,,
2025-11-18,B+,13,,
2025-11-18,O-,7,,
2025-11-18,A-,9,,
2025-11-18,B-,4,,
2025-11-18,AB+,4,,
2025-11-18,AB-,0,,
2025-11-19,O+,18,,
2025-11-19,A+,18,,
2025-11-19,B+,11,,
2025-11-19,O-,10,,
2025-11-19,A-,5,,
2025-11-19,B-,5,,
2025-11-19,AB+,4,,
2025-11-19,AB-,1,,
2025-11-20,O+,13,,
2025-11-20,A+,16,,
2025-11-20,B+,13,,
2025-11-20,O-,8,,
2025-11-20,A-,6,,
2025-11-20,B-,2,,
2025-11-20,AB+,3,,
2025-11-20,AB-,1,,
2025-11-21,O+,15,,
2025-11-21,A+,15,,
2025-11-21,B+,7,,
2025-11-21,O-,3,,
2025-11-21,A-,3,,
2025-11-21,B-,2,,
2025-11-21,AB+,3,,
2025-11-21,AB-,1,,
2025-11-22,O+,14,,
2025-11-22,A+,9,,
2025-11-22,B+,8,,
2025-11-22,O-,6,,
2025-11-22,A-,2,,
2025-11-22,B-,2,,
2025-11-22,AB+,3,,
2025-11-22,AB-,1,,
2025-11-23,O+,13,,
2025-11-23,A+,16,,
2025-11-23,B+,8,,
2025-11-23,O-,4,,
2025-11-23,A-,4,,
2025-11-23,B-,2,,
2025-11-23,AB+,3,,
2025-11-23,AB-,1,,
2025-11-24,O+,22,,
2025-11-24,A+,16,,
2025-11-24,B+,10,,
2025-11-24,O-,5,,
2025-11-24,A-,3,,
2025-11-24,B-,4,,
2025-11-24,AB+,3,,
2025-11-24,AB-,0,,
2025-11-25,O+,17,,
2025-11-25,A+,16,,
2025-11-25,B+,13,,
2025-11-25,O-,8,,
2025-11-25,A-,5,,
2025-11-25,B-,3,,
2025-11-25,AB+,3,,
2025-11-25,AB-,1,,
2025-11-26,O+,26,,
2025-11-26,A+,20,,
2025-11-26,B+,13,,
2025-11-26,O-,9,,
2025-11-26,A-,6,,
2025-11-26,B-,6,,
2025-11-26,AB+,3,,
2025-11-26,AB-,1,,
2025-11-27,O+,18,,
2025-11-27,A+,16,,
2025-11-27,B+,13,,
2025-11-27,O-,9,,
2025-11-27,A-,6,,
2025-11-27,B-,3,,
2025-11-27,AB+,3,,
2025-11-27,AB-,0,,
2025-11-28,O+,23,,
2025-11-28,A+,7,,
2025-11-28,B+,8,,
2025-11-28,O-,5,,
2025-11-28,A-,6,,
2025-11-28,B-,3,,
2025-11-28,AB+,4,,
2025-11-28,AB-,2,,
2025-11-29,O+,18,,
2025-11-29,A+,8,,
2025-11-29,B+,6,,
2025-11-29,O-,4,,
2025-11-29,A-,4,,
2025-11-29,B-,3,,
2025-11-29,AB+,1,,
2025-11-29,AB-,1,,
2025-11-30,O+,14,,
2025-11-30,A+,13,,
2025-11-30,B+,9,,
2025-11-30,O-,6,,
2025-11-30,A-,6,,
2025-11-30,B-,4,,
2025-11-30,AB+,1,,
2025-11-30,AB-,0,,
2025-12-01,O+,29,,
2025-12-01,A+,20,,
2025-12-01,B+,13,,
2025-12-01,O-,8,,
2025-12-01,A-,7,,
2025-12-01,B-,5,,
2025-12-01,AB+,4,,
2025-12-01,AB-,0,,
2025-12-02,O+,34,,
2025-12-02,A+,20,,
2025-12-02,B+,15,,
2025-12-02,O-,9,,
2025-12-02,A-,7,,
2025-12-02,B-,4,,
2025-12-02,AB+,2,,
2025-12-02,AB-,3,,
2025-12-03,O+,33,,
2025-12-03,A+,27,,
2025-12-03,B+,17,,
2025-12-03,O-,12,,
2025-12-03,A-,10,,
2025-12-03,B-,5,,
2025-12-03,AB+,4,,
2025-12-03,AB-,0,,
2025-12-04,O+,34,,
2025-12-04,A+,25,,
2025-12-04,B+,17,,
2025-12-04,O-,11,,
2025-12-04,A-,8,,
2025-12-04,B-,5,,
2025-12-04,AB+,4,,
2025-12-04,AB-,0,,
2025-12-05,O+,26,,
2025-12-05,A+,25,,
2025-12-05,B+,11,,
2025-12-05,O-,7,,
2025-12-05,A-,6,,
2025-12-05,B-,6,,
2025-12-05,AB+,2,,
2025-12-05,AB-,0,,
2025-12-06,O+,18,,
2025-12-06,A+,16,,
2025-12-06,B+,9,,
2025-12-06,O-,6,,
2025-12-06,A-,4,,
2025-12-06,B-,3,,
2025-12-06,AB+,2,,
2025-12-06,AB-,1,,
2025-12-07,O+,24,,
2025-12-07,A+,12,,
2025-12-07,B+,14,,
2025-12-07,O-,8,,
2025-12-07,A-,6,,
2025-12-07,B-,3,,
2025-12-07,AB+,3,,
2025-12-07,AB-,0,,
2025-12-08,O+,35,,
2025-12-08,A+,27,,
2025-12-08,B+,13,,
2025-12-08,O-,7,,
2025-12-08,A-,7,,
2025-12-08,B-,5,,
2025-12-08,AB+,3,,
2025-12-08,AB-,0,,
2025-12-09,O+,36,,
2025-12-09,A+,25,,
2025-12-09,B+,19,,
2025-12-09,O-,12,,
2025-12-09,A-,9,,
2025-12-09,B-,5,,
2025-12-09,AB+,4,,
2025-12-09,AB-,3,,
2025-12-10,O+,28,,
2025-12-10,A+,30,,
2025-12-10,B+,20,,
2025-12-10,O-,14,,
2025-12-10,A-,8,,
2025-12-10,B-,6,,
2025-12-10,AB+,5,,
2025-12-10,AB-,3,,
2025-12-11,O+,24,,
2025-12-11,A+,19,,
2025-12-11,B+,15,,
2025-12-11,O-,11,,
2025-12-11,A-,7,,
2025-12-11,B-,5,,
2025-12-11,AB+,5,,
2025-12-11,AB-,3,,
2025-12-12,O+,21,,
2025-12-12,A+,19,,
2025-12-12,B+,9,,
2025-12-12,O-,10,,
2025-12-12,A-,4,,
2025-12-12,B-,3,,
2025-12-12,AB+,2,,
2025-12-12,AB-,0,,
2025-12-13,O+,24,,
2025-12-13,A+,22,,
2025-12-13,B+,9,,
2025-12-13,O-,6,,
2025-12-13,A-,5,,
2025-12-13,B-,2,,
2025-12-13,AB+,4,,
2025-12-13,AB-,1,,
2025-12-14,O+,21,,
2025-12-14,A+,13,,
2025-12-14,B+,9,,
2025-12-14,O-,4,,
2025-12-14,A-,5,,
2025-12-14,B-,4,,
2025-12-14,AB+,0,,
2025-12-14,AB-,0,,
2025-12-15,O+,23,,
2025-12-15,A+,19,,
2025-12-15,B+,12,,
2025-12-15,O-,8,,
2025-12-15,A-,6,,
2025-12-15,B-,4,,
2025-12-15,AB+,1,,
2025-12-15,AB-,1,,
2025-12-16,O+,34,,
2025-12-16,A+,24,,
2025-12-16,B+,11,,
2025-12-16,O-,10,,
2025-12-16,A-,8,,
2025-12-16,B-,4,,
2025-12-16,AB+,4,,
2025-12-16,AB-,2,,
2025-12-17,O+,36,,
2025-12-17,A+,24,,
2025-12-17,B+,15,,
2025-12-17,O-,9,,
2025-12-17,A-,7,,
2025-12-17,B-,6,,
2025-12-17,AB+,5,,
2025-12-17,AB-,2,,
2025-12-18,O+,23,,
2025-12-18,A+,25,,
2025-12-18,B+,14,,
2025-12-18,O-,6,,
2025-12-18,A-,7,,
2025-12-18,B-,4,,
2025-12-18,AB+,3,,
2025-12-18,AB-,0,,
2025-12-19,O+,13,,
2025-12-19,A+,18,,
2025-12-19,B+,8,,
2025-12-19,O-,7,,
2025-12-19,A-,3,,
2025-12-19,B-,2,,
2025-12-19,AB+,4,,
2025-12-19,AB-,2,,
2025-12-20,O+,14,,
2025-12-20,A+,13,,
2025-12-20,B+,6,,
2025-12-20,O-,5,,
2025-12-20,A-,5,,
2025-12-20,B-,2,,
2025-12-20,AB+,2,,
2025-12-20,AB-,0,,
2025-12-21,O+,23,,
2025-12-21,A+,16,,
2025-12-21,B+,7,,
2025-12-21,O-,5,,
2025-12-21,A-,5,,
2025-12-21,B-,2,,
2025-12-21,AB+,2,,
2025-12-21,AB-,0,,
